"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0109",22,,334248,2,,"D","<div>The multifractal spectrum of Brownian intersection local times</div>","33 (4)","1255-1301","ANNALS OF PROBABILITY",,"0091-1798",2005-Jul-01,,,"10.1214/009117905000000116",,,,False,,"Klenke A",True,,,,
,"0109",22,,334248,3,,"D","<div>Brownian intersection local times: Upper tail asymptotics and thick points</div>","30 (4)","1605-1656","ANNALS OF PROBABILITY",,"0091-1798",2002-Oct-01,,,"10.1214/aop/1039548368",,,,False,,"Konig W",True,,,,
,"0109",22,,334248,4,,"D","<div>Strong clumping of super-Brownian motion in a stable catalytic medium</div>","30 (4)","1990-2045","ANNALS OF PROBABILITY",,"0091-1798",2002-Oct-01,,,"10.1214/aop/1039548380",,,,False,,"Dawson DA",True,"Fleischmann K",True,,
,"0109",22,,334249,4,,"D","<div>Efficient group sequential designs when there are several effect sizes under consideration</div>","25 (6)","917-932","STATISTICS IN MEDICINE",,"0277-6715",2006-Mar-01,,,"10.1002/sim.2251",,,,False,,"Turnbull BW",True,,,,
,"0109",22,,334249,3,,"D","<div>Adaptive and nonadaptive group sequential tests</div>","93 (1)","1-21","BIOMETRIKA",,"0006-3444",2006-Mar-01,,,"10.1093/biomet/93.1.1",,,,False,,"Turnbull BW",True,,,,
,"0109",22,,334249,2,,"D","<div>Mid-course sample size modification in clinical trials based on the observed treatment effect</div>","22 (6)","971-993","STATISTICS IN MEDICINE",,"0277-6715",2003-Mar-01,,,"10.1002/sim.1457",,,,False,,"Turnbull BW",True,,,,
,"0109",22,,334249,1,,"D","<div>Optimal asymmetric one-sided group sequential tests</div>","89 (1)","49-60","BIOMETRIKA",,"0006-3444",2002-Mar-01,,,"10.1093/biomet/89.1.49",,,,False,,"Barber S",True,,,,
,"0109",22,,334252,1,,"D","<div>Exit problems for spectrally negative Levy processes and applications to (Canadized) Russian options</div>","14 (1)","215-238","The Annals of Applied Probability",,"1050-5164",2004-Feb-01,,,"10.1214/aoap/1075828052",,,,False,,"Avram F",True,"Pistorius MR",True,,
,"0109",22,,334252,2,,"D","<div>Overshoots and undershoots of Levy processes</div>","16 (1)","91-106","The Annals of Applied Probability",,"1050-5164",2006-Feb-01,,,"10.1214/105051605000000647",,,,False,,"Doney RA",True,,,,
,"0109",22,,334252,3,,"D","<div>Fixed points of the smoothing transform: the boundary case</div>","10 (17)","609-631","Electronic Journal of Probability",,"1083-6489",2005-Jun-01,,"http://www.math.washington.edu/~ejpecp/include/getdoc.php?id=3295&article=1510&mode=pdf",,,,,False,,"Biggins JD",True,,,,
,"0109",22,,334252,4,,"D","<div>Local extinction versus local exponential growth for spatial branching processes</div>","32 (1A)","78-99","The Annals of Probability",,"0091-1798",2004-Jan-01,,,"10.1214/aop/1078415829",,,,False,,"Englander J",True,,,,
,"0109",22,,334254,1,,"D","<div>Thin plate regression splines</div>","65 (1)","95-114","JOURNAL OF THE ROYAL STATISTICAL SOCIETY: Series B (Statistical Methodology)",,"1369-7412",2003-Feb-01,,,"10.1111/1467-9868.00374",,,,False,,,,,,,
,"0109",22,,334254,2,,"D","<div>Stable and efficient multiple smoothing parameter estimation for generalized additive models</div>","99 (467)","673-686","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION",,"0162-1459",2004-Sep-01,,,"10.1198/016214504000000980",,,,False,,,,,,,
,"0109",22,,334254,3,,"D","<div>Low-Rank Scale-Invariant Tensor Product Smooths for Generalized Additive Mixed Models</div>","62 (4)","1025-1036","Biometrics",,"0006-341X",2006-Dec-01,,,"10.1111/j.1541-0420.2006.00574.x",,,,False,,,,,,,
,"0109",22,,334254,4,,"H","<div>Fast stable direct fitting and smoothness selection for Generalized Additive Models.</div>",,,"Cornell University Library (http:\\arxiv.org)",,,2007-Sep-25,,"http://arxiv.org/pdf/0709.3906",,"This paper was accepted for publication in the Journal of the Royal Statistical Society Series B Statistical Methodology on 24th September 2007",,,False,,,,,,,
,"0109",22,,334255,1,,"D","<div>Human animation using nonparametric regression</div>","13 (3)","537-553","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",,"1061-8600",2004-Sep-01,,,"10.1198/106186004X2507",,,,False,,,,,,,
,"0109",22,,334255,2,,"D","<div>An F test for linear models with functional responses</div>","14 (4)","1239-1257","STATISTICA SINICA",,"1017-0405",2004-Oct-01,,"http://www3.stat.sinica.edu.tw/statistica/J14N4/J14N415/J14N415.html",,,,,False,,"Shen Q",True,,,,
,"0109",22,,334255,3,,"D","<div>Modeling continuous shape change for facial animation</div>","14 (4)","357-363","STATISTICS AND COMPUTING",,"0960-3174",2004-Oct-01,,,"10.1023/B:STCO.0000039485.52129.ed",,,,False,,,,,,,
,"0109",22,,334255,4,,"D","<div>Statistics for Digital Human Motion Modeling in Ergonomics</div>","49 (3)","277-290","Technometrics",,"0040-1706",2007-Aug-01,,"http://www.maths.bath.ac.uk/~jjf23/papers/sdhm.pdf","10.1198/004017007000000281",,,,True,,"Reed MP",True,,,,
,"0109",22,,334256,1,,"D","<div>Skorokhod embeddings, minimality and non-centred target distributions</div>","135 (3)","395-414","PROBABILITY THEORY AND RELATED FIELDS",,"0178-8051",2006-Jul-01,,,"10.1007/s00440-005-0467-y",,,,False,,"Hobson DG",False,,,,
,"0109",22,,334256,2,,"D","<div>Local martingales, bubbles and option prices</div>","9 (4)","477-492","FINANCE AND STOCHASTICS",,"0949-2984",2005-Oct-01,,,"10.1007/s00780-005-0162-y",,,,False,,"Hobson DG",False,,,,
,"0109",22,,334257,1,,"D","<div>Lace expansion for the Ising model</div>","272 (2)","283-344","COMMUNICATIONS IN MATHEMATICAL PHYSICS",,"0010-3616",2007-Jun-01,,,"10.1007/s00220-007-0227-1",,,,False,,,,,,,
,"0109",22,,334257,2,,"D","<div>Critical points for spread-out self-avoiding walk, percolation and the contact process above the upper critical dimensions</div>","132 (3)","438-470","PROBABILITY THEORY AND RELATED FIELDS",,"0178-8051",2005-Jul-01,,,"10.1007/s00440-004-0405-4",,,,False,,"van der Hofstad R",True,,,,
,"0109",22,,334257,3,,"D","<div>Gaussian scaling for the critical spread-out contact process above the upper critical dimension</div>","9","710-769","ELECTRONIC JOURNAL OF PROBABILITY",,"1083-6489",2004-Oct-01,,"http://www.math.washington.edu/~ejpecp/include/getdoc.php?id=3184&article=1474&mode=pdf",,,,,False,,"van der Hofstad R",True,,,,
,"0109",22,,334258,1,2003,"A","<div>Random Geometric Graphs.</div>",,"xiii, 330","OXFORD UNIVERSITY PRESS",,"0-19-850626-0",,,,," This monograph sets out a body of mathematical theory, for a finite graph G with n nodes placed randomly in Euclidean d-space and edges added to connect points that are r-close to each other, mainly asymptotics  with r(n) becoming small as n grows.  The relation to existing research is explained at the end of each chapter.  Chapters 3, 6, 7, 10, 11, and 13 contain  largely original results, some of which we highlight below.

Chapter 3: Given a finite graph H, depending on r(n), the number of copies (in G) of H can be asymptotically Poisson or normal. Likewise for the number of components of G isomorphic to H. Multivariate extensions hold, with formulae for limiting means and covariances.

Chapter 6: Two-point concentration for the distribution of the maximum degree in the subconnective regime; likewise for clique number. Laws of large numbers for maximum degree and clique number in the subconnective and connectivity regimes.

Chapter 7:  The (random) threshold value of r at which the minimum degree on n random points achieves value k, satisfies a law of large numbers when k(n) is fixed or grows logarithmically.

Chapters 10 and 11: In the subcritical thermodynamic limit, the largest component of G grows logarithmically with n; in the supercritical case, it grows like n, also satisfying a CLT, and the second-largest component grows like log n to the power d/(d-1). The RUNT test for bimodality is consistent.

Chapter 13: Strong law for the threshold for k-connectivity. Thresholds for  k-connectivity and for minimum degree k are equal with high probability. Normal limit for the number of components in thermodynamic limit.



",,,False,,,,,,,
,"0109",22,,334258,2,,"D","<div>Random parking, sequential adsorption, and the jamming limit</div>","218 (1)","153-176","COMMUNICATIONS IN MATHEMATICAL PHYSICS",,"0010-3616",2001-Apr-01,,,"10.1007/s002200100387",,,,False,,,,,,,
,"0109",22,,334258,3,,"D","<div>Multivariate spatial central limit theorems with applications to percolation and spatial graphs</div>","33 (5)","1945-1991","ANNALS OF PROBABILITY",,"0091-1798",2005-Sep-01,,,"10.1214/009117905000000206",,,,False,,,,,,,
,"0109",22,,334258,4,,"D","<div>Exact and approximate results for deposition and annihilation processes on graphs</div>","15 (1B)","853-889","ANNALS OF APPLIED PROBABILITY",,"1050-5164",2005-Feb-01,,,"10.1214/105051604000000765",,,,False,,"Sudbury A",True,,,,
,"0109",22,,505169,1,,"D","<p>Probabilistic segmentation and intensity estimation for microarray images.</p>","7 (1)","85-99","Biostatistics",,"1465-4644",2006-Jan-01,,,"10.1093/biostatistics/kxi042",,,,False,,"Gottardo R",True,"Murua A",True,"Stephens M",True
,"0109",22,,505169,2,,"D","<p>First-order intrinsic autoregressions and the de Wijs process.</p>","92 (4)","909-920","BIOMETRIKA",,"0006-3444",2005-Dec-01,,,"10.1093/biomet/92.4.909",,,,False,,"Mondal D",True,,,,
,"0109",22,,505169,3,,"D","<p>A recursive algorithm for Markov random fields.</p>","89 (3)","724-730 ","BIOMETRIKA",,"0006-3444",2002-Sep-01,,,"10.1093/biomet/89.3.724",,,,False,,"Bartolucci F",True,,,,
,"0109",22,,334241,4,,"H","<p>Modelling the effects of air pollution on health using Bayesian Dynamic Generalised Linear Models</p>",,,"Cornell University Library",,,2007-Oct-18,,"http://arxiv.org/pdf/0710.3473",,"This paper was accepted for publication in the journal Environmetrics on 2nd 
October 2007.",,,False,,"Lee D",False,,,,
,"0157",22,,18696,1,,"D","<p>Measuring gametic disequilibrium from multilocus data.</p>","157(1)","413-423","Genetics",,"0016-6731",2001-Jan-01,,,,,,"1",False,,"Balding D.J.",False,,,,
,"0157",22,,18696,2,,"D","<p>Implications for DNA identification arising from an analysis of Australian forensic databases.</p>","129 (2)","90-98","Forensic Science International",,"03790738",2002-Sep-01,,,"10.1016/S0379-0738(02)00232-3",,,"1",False,,"Balding D.J.",False,"Chaseling, J",True,,
,"0157",22,,18696,3,,"D","<p>Linkage disequilibrium assessment via log-linear modelling of SNP haplotype frequencies.</p>","25","106-114","Genetic Epidemiology",,"10982272",2003-Sep-01,,,"10.1111/J.1471-8286.2004.00616.x",,,"1",False,,"Morris A.",False,"Pedder A.D",False,,
,"0157",22,,18696,4,,"D","<p>Population genetic models can be used to study the evolution of the interacting behaviours of parents and their progeny</p>","72 (1)","67-76","Theoretical Population Biology",,"10960325",2007-Jan-01,,,"10.1016/j.tpb.2006.12.002",,,"1",False,,"R.N. Curnow",False,,,,
,"0157",22,,18698,1,,"D","<p>Equivalence of truncated count mixture distributions and mixtures of truncated count distributions.</p>","62","1207-1215","Biometrics",,"15410420",2006-Dec-01,,,"10.1111/j.1541-0420.2006.00565.x",,,"1",False,,"Kuhnert R.",True,,,,
,"0157",22,,18698,2,,"D","<p>A comparison of three different models for estimating relative risk in meta-analysis of clinical trials under unobserved heterogeneity</p>","26 (11)","2277-2296","Statistics in Medicine",,"10970258",2007-May-01,,,"10.1002/sim.2710",,,"1",False,,"Kuhnert R",True,,,,
,"0157",22,,18698,3,,"D","<p>Asymptotic normality in mixtures of power series distributions</p>","32 (1)","115-131","Scandinavian Journal of Statistics",,"14679469",2005-Mar-01,,,"10.1111/j.1467-9469.2005.00418.x",,,"1",False,,"Patilea V",True,,,,
,"0157",22,,18698,4,,"D","<p>Nonparametric maximum likelihood estimation of population size based on the counting distribution</p>

","54 (4)","721-737","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2005-Aug-01,,,"10.1111/j.1467-9876.2005.05324.x",,,"1",False,,"Sch?n D",True,,,,
,"0157",22,,18715,1,,"D","<p>Comparing correlations of continuous observations from two independent populations using a sequential approach.</p>","25","4293-4310","Statistics in Medicine",,"1097-0258",2006-Dec-01,,,"10.1002/sim.2676",,,"1",False,1,"Haars, G",True,"Todd, S",False,"Van Noord P.A.H.",True
,"0157",22,,18715,2,,"D","<p>A likelihood ratio approach to family based association studies with covariates.</p>","70","131-139","Annals of Human Genetics",,"1469-1809",2006-Jan-01,,,"10.1111/j.1529-8817.2005.00189.x",,,"1",False,,"Balding D.J",False,"Vyse T.J",True,"Whittaker J",False
,"0157",22,,18715,3,,"D","<p>Family-based association analysis with ordered categorical phenotypes, covariates and interactions.</p>","31","1-8","Genetic Epidemiology",,"10982272",2007-Jan-01,,,"10.1002/gepi.20183",,,"1",False,,"Balding D.J",False,"Vyse T.J",True,"Whittaker J",False
,"0157",22,,18715,4,,"D","<p>Design considerations in the sequential analysis of matched case-control data.</p>","24","853-867","Statistics in Medicine",,"1097-0258",2005-Mar-01,,,"10.1002/sim.1968",,,"1",False,,"Lucini M.M.",False,"Todd, S",False,"Whitehead J.",False
,"0157",22,,18716,1,,"D","<p>Consanguinity and the transmission/ disequilibrium test for allelic association.</p>","21 (1)","68-77","Genetic Epidemiology",,"10982272",2001-Jan-01,,,"10.1002/gepi.1019",,,"1",False,,"Bennett, S.",True,,,,
,"0157",22,,18716,2,,"D","<p>Repeated challenge with prion disease: The risk of infection and impact on incubation period.</p>","100","10960-10965","PNAS",,"1091-6490",2003-Sep-01,,,"10.1073/pnas.1833677100",,,"1",False,,"Gravenor, M.B.",True,"McLean, A.R.",True,"Stallard, N.",False
,"0157",22,,18716,3,,"D","Genetic biases in using ""Mendelian randomisation"" to compare transplantation with chemotherapy","34 (5)","1167-8","International Journal of Epidemiology",,"14643685",2005-Oct-01,,,"10.1093/ije/dyi161",,,"1",False,,,,,,,
,"0157",22,,18716,4,,"D","<p>Estimating numbers of infectious units from serial dilution assays.</p>","55","15-30","J. Roy. Statist. Soc (C)",,"14679876",2006-Mar-01,,,"10.1111/j.1467-9876.2005.00517.x",,,"1",False,,"Gravenor, M.B.",True,"Stallard, N.",False,,
,"0157",22,,18699,1,,"D","<p>Mid-trial design reviews for sequential clinical trials.</p>","20","165-176","Statistics in Medicine",,"1097-0258",2001-Jan-01,,,"10.1002/1097-0258(20010130)20:2<165::AID-SIM649>3.3.CO;2-1",,,"2",False,1,"Todd S.",False,"Whitehead A.",False,"Whitehead J.",False
,"0157",22,,18699,2,,"D","<p>Statistical methods for ordered categorical data based on a constrained odds model.</p>","45","453-470","Biometrical Journal",,"1521-4036",2003-Jun-01,,,"10.1002/bimj.200390025",,,"2",False,,"Dark R.",False,"Whitehead J.",False,,
,"0157",22,,18699,3,,"D","<p>Incorporating data received after a sequential trial has stopped into the final analysis: implementation and comparison of methods</p>","59 (3)","701-709","Biometrics",,"15410420",2003-Sep-01,,,"10.1111/1541-0420.00081",,,"2",False,1,"Matsushita K",False,"Sooriyarachchi MR",True,"Whitehead J.",False
,"0157",22,,18699,4,,"D","<p>The sequential analysis of repeated binary responses: a score test for the case of three time points</p>","25","2196-2214","Statistics in Medicine",,"1097-0258",2006-Jul-01,,,"10.1002/sim.2339",,,"2",False,,"Sooriyarachchi, M.R.",True,"Whitehead A.",False,"Whitehead J.",False
,"0157",22,,18702,1,,"D","<p>Sequential designs for phase III clinical trials incorporating treatment selection.</p>","22","689-703","Statistics in Medicine",,"1097-0258",2003-Mar-01,,,"10.1002/sim.1362",,,"2",False,,"Stallard, N.",False,,,,
,"0157",22,,18702,2,,"D","<p>An adaptive approach to implementing bivariate group sequential clinical trial designs.</p>","13","605-619","Journal of Biopharmaceutical Statistics",,"1520-5711 ",2003-Nov-01,,,"10.1081/BIP-120024197",,,"2",False,,,,,,,
,"0157",22,,18702,3,,"D","<p>A new clinical trial design combining phases 2 and 3: sequential designs with treatment selection and a change of endpoint.</p>","39","109-118","Drug Information Journal",,"0092-8615",2005-Apr-01,,,,,,"2",False,,"Stallard, N.",False,,,,
,"0157",22,,18702,4,,"D","Point estimates and confidence regions for sequential trials involving selection.","135","402-419","Journal of Statistical Planning and Inference",,"0378-3758",2005-Dec-01,,,"10.1016/j.jspi.2004.05.006",,,"2",False,,"Stallard, N.",False,,,,
,"0157",22,,18705,1,,"D","<p>Choosing the number of doses and the cohort size for phase I dose-escalation studies.</p>","39","125-138","Drug Information Journal",,"0092-8615",2005-May-01,,,,,,"2",False,,,,,,,
,"0157",22,,18705,2,,"D","<p>Sequential genome-wide association studies for monitoring adverse events in clinical evaluation of new drugs</p>","25 (18)","3081-3092","Statistics in Medicine",,"10970258",2006-Jan-01,,,"10.1002/sim.2499",,,"2",False,1,"Kelly P",False,"Stallard N",True,"Whitehead J",False
,"0157",22,,18705,3,,"D","<p>Easy to implement Bayesian mothods for dose-escalation studies in healthy volunteers</p>","2(1)","47-61","Biostatistics",,"1465-4644",2001-Mar-01,,,"10.1093/biostatistics/2.1.47",,,"2",False,1,"Patterson S",True,"Webber D",True,"Whitehead, J.",False
